location,section,name,serving_size,calories,total_fat,protein,carbs,sugars,ingredients,raw_nutrition_text
Terra Byte Cafe,Cold Beverages,Coke,12 oz,139,0g,0g,37g,37g,Coke Classic 12 oz,"Nutrition Facts
Serving Size
12 oz
Amount per serving
Calories
139
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 43mg
2%
Total Carbohydrate 37g
12%
Dietary Fiber 0g
0%
Total Sugars 37g
Includes 37g Added Sugars
74%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Coke Classic 12 oz"
Terra Byte Cafe,Cold Beverages,Diet Coke,12 oz,0,0g,0g,0g,0g,"Diet Coke, 12 oz. (CARBONATED WATER, CARAMEL COLOR, ASPARTAME, PHOSPHORIC ACID, POTASSIUM BENZOATE (TO PROTECT TASTE), NATURAL FLAVORS, CITRIC ACID, CAFFEINE.)","Nutrition Facts
Serving Size
12 oz
Amount per serving
Calories
0
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 38mg
2%
Total Carbohydrate 0g
0%
Dietary Fiber 0g
0%
Total Sugars 0g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Diet Coke, 12 oz. (CARBONATED WATER, CARAMEL COLOR, ASPARTAME, PHOSPHORIC ACID, POTASSIUM BENZOATE (TO PROTECT TASTE), NATURAL FLAVORS, CITRIC ACID, CAFFEINE.)"
Terra Byte Cafe,Cold Beverages,Sprite,12 oz,134,0.1g,0g,34g,31g,"Sprite, 12 oz.","Nutrition Facts
Serving Size
12 oz
Amount per serving
Calories
134
% Daily Value *
Total Fat 0.1g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 31mg
1%
Total Carbohydrate 34g
11%
Dietary Fiber 0g
0%
Total Sugars 31g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Sprite, 12 oz."
Terra Byte Cafe,Cold Beverages,Minutemaid Orange Juice,12 oz,105,0g,2g,26g,23g,"Minutemaid Orange Juice (PURE FILTERED WATER, PREMIUM CONCENTRATED ORANGE JUICE.)","Nutrition Facts
Serving Size
12 oz
Amount per serving
Calories
105
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 14mg
1%
Total Carbohydrate 26g
9%
Dietary Fiber 0g
0%
Total Sugars 23g
Includes 0g Added Sugars
0%
Protein 2g
Vitamin C 69mg
115%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Minutemaid Orange Juice (PURE FILTERED WATER, PREMIUM CONCENTRATED ORANGE JUICE.)"
Terra Byte Cafe,Cold Beverages,Minutemaid Apple Juice,12 oz,163,0g,0g,39g,37g,"Minutemaid Apple Juice (CONTAINS PURE FILTERED WATER, CONCENTRATED APPLE JUICE, VITAMIN C (ASCORBIC ACID).)","Nutrition Facts
Serving Size
12 oz
Amount per serving
Calories
163
% Daily Value *
Total Fat 0g
0%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 29mg
1%
Total Carbohydrate 39g
13%
Dietary Fiber 0g
0%
Total Sugars 37g
Includes 0g Added Sugars
0%
Protein 0g
Vitamin C 77.6mg
129%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Minutemaid Apple Juice (CONTAINS PURE FILTERED WATER, CONCENTRATED APPLE JUICE, VITAMIN C (ASCORBIC ACID).)"
Terra Byte Cafe,Cold Beverages,Almond Milk,16 oz,82,7g,2g,4g,0g,"Almond Milk (ALMOND MILK: FILTERED WATER, ALMONDS, CALCIUM CARBONATE, TAPIOCA STARCH, NATURAL VANILLA FLAVOR WITH NATURAL FLAVORS, SEA SALT, POTASSIUM CITRATE, CARRAGEENAN, SUNFLOWER LECITHIN, VITAMIN A PALMITATE, VITAMIN D2, D-ALPHA TOCOPHEROL NATURAL VITAMIN E.)","Nutrition Facts
Serving Size
16 oz
Amount per serving
Calories
82
% Daily Value *
Total Fat 7g
11%
Saturated Fat 0g
0%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 360mg
16%
Total Carbohydrate 4g
1%
Dietary Fiber 2g
7%
Total Sugars 0g
Includes 0g Added Sugars
0%
Protein 2g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Almond Milk (ALMOND MILK: FILTERED WATER, ALMONDS, CALCIUM CARBONATE, TAPIOCA STARCH, NATURAL VANILLA FLAVOR WITH NATURAL FLAVORS, SEA SALT, POTASSIUM CITRATE, CARRAGEENAN, SUNFLOWER LECITHIN, VITAMIN A PALMITATE, VITAMIN D2, D-ALPHA TOCOPHEROL NATURAL VITAMIN E.)"
Terra Byte Cafe,Cold Beverages,Oat Milk,16 oz,300,16g,4g,38g,8g,"Oat Milk (FILTERED WATER, HYDROLYZED OATS*, CANOLA OIL*, CONTAINS LESS THAN 2% OF: CALCIUM CARBONATE, POTASSIUM CITRATE, SEA SALT, SODIUM CITRATE, VITAMIN A PALMITATE, VITAMIN D (ERGOCALCIFEROL)","Nutrition Facts
Serving Size
16 oz
Amount per serving
Calories
300
% Daily Value *
Total Fat 16g
25%
Saturated Fat 2g
10%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 300mg
13%
Total Carbohydrate 38g
13%
Dietary Fiber 4g
14%
Total Sugars 8g
Includes 0g Added Sugars
0%
Protein 4g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Oat Milk (FILTERED WATER, HYDROLYZED OATS*, CANOLA OIL*, CONTAINS LESS THAN 2% OF: CALCIUM CARBONATE, POTASSIUM CITRATE, SEA SALT, SODIUM CITRATE, VITAMIN A PALMITATE, VITAMIN D (ERGOCALCIFEROL)"
Terra Byte Cafe,Cold Beverages,Soy Milk,16 oz,191,8g,13g,15g,11g,"Soy Milk (ALL NATURAL SOYMILK (FILTERED WATER, WHOLE SOYBEANS), ALL NATURAL EVAPORATED CANE JUICE, CALCIUM CARBONATE, SEA SALT, NATURAL FLAVORS, CARRAGEENAN, VITAMIN A PALMITATE, ZINC GLUCONATE, VITAMIN D2, RIBOFLAVIN (B2), VITAMIN B12.)","Nutrition Facts
Serving Size
16 oz
Amount per serving
Calories
191
% Daily Value *
Total Fat 8g
12%
Saturated Fat 1g
5%
Trans Fat 0g
Cholesterol 0mg
0%
Sodium 227mg
10%
Total Carbohydrate 15g
5%
Dietary Fiber 8g
29%
Total Sugars 11g
Includes 0g Added Sugars
0%
Protein 13g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Soy Milk (ALL NATURAL SOYMILK (FILTERED WATER, WHOLE SOYBEANS), ALL NATURAL EVAPORATED CANE JUICE, CALCIUM CARBONATE, SEA SALT, NATURAL FLAVORS, CARRAGEENAN, VITAMIN A PALMITATE, ZINC GLUCONATE, VITAMIN D2, RIBOFLAVIN (B2), VITAMIN B12.)"
Terra Byte Cafe,Cold Beverages,2% Milk,16 oz,227,9g,15g,23g,23g,"Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK)","Nutrition Facts
Serving Size
16 oz
Amount per serving
Calories
227
% Daily Value *
Total Fat 9g
14%
Saturated Fat 6g
30%
Trans Fat 0g
Cholesterol 38mg
13%
Sodium 217mg
9%
Total Carbohydrate 23g
8%
Dietary Fiber 0g
0%
Total Sugars 23g
Includes 0g Added Sugars
0%
Protein 15g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Reduced Fat, 2% (INGREDIENTS: REDUCED FAT MILK, VITAMIN A PALMITATE AND VITAMIN D3 ADDEDCONTAINS: MILK)"
Terra Byte Cafe,Cold Beverages,Skim Milk,16 oz,154,0.4g,15g,22g,23g,"Milk, Skim (NONFAT MILK, VITAMIN A PALMITATE, VITAMIN D3)","Nutrition Facts
Serving Size
16 oz
Amount per serving
Calories
154
% Daily Value *
Total Fat 0.4g
1%
Saturated Fat 0.3g
2%
Trans Fat 0g
Cholesterol 9mg
3%
Sodium 191mg
8%
Total Carbohydrate 22g
7%
Dietary Fiber 0g
0%
Total Sugars 23g
Includes 0g Added Sugars
0%
Protein 15g
Vitamin C 0mg
0%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: Milk, Skim (NONFAT MILK, VITAMIN A PALMITATE, VITAMIN D3)"
Terra Byte Cafe,Sandwiches,Italian Sub Sandwich,13.1 oz,602,24g,31g,65g,6g,"CPK Sub Bun (Unbleached Enriched Flour (Wheat Flour, Malted Barley Flour, Niactin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Contains less than 2% of each of the following: Dough Conditioner (Enzymes, Salt, Ascorbic Acid - Vit. C), Yeast, Sugar, Palm Shortening (Palm Oil), Calcium Propionate as Preservative, Corn Meal as Processing AidManufactured in a facility that uses: Egg, Milk, Soy, various Cereal Grains, Sunflower) (Gluten, Wheat), CPK Ham, Sliced (Cured With: Water, Salt, Sugar, Sodium Lactate, Sodium Phosphates, Sodium Diacetate, Sodium Erythorbate, Sodium Nitrite), 8"" Clear Hinged Container, CPK Banana Peppers, Hot (Banana Peppers, Water, Vinegar, Salt, Calcium Chloride, Sodium Benzoate (Preservative), Natural Flavors, Sodium Metabisulfite (Preservative), Yellow 5), CPK Hot Ham (FULLY COOKED ""EXTRA HOT"" BONELESS HAM WITH NATURAL JUICES CURED WITH: WATER, SALT, POTASSIUM LACTATE, SPICES, SUGAR, DEHYDRATED JALEPENO, RED PEPPER FLAKE, SODIUM PHOSPHATE, SODIUM DIACETATE, SODIUM ERYTHORBATE, SODIUM NITRATE), CPK Tomato, Sliced (TOMATO), CPK Red Onion, Slab (RED ONION), CPK Shredded Lettuce (ROMAINE LETTUCE), CPK Pepperoni (PEPPERONI: Pork, beef, salt, spices, sugar, water, oleoresin of paprika, natural smoke flavoring, lactic acid starter culture, garlic powder, flavoring, sodium nitrite, ascorbic acid, BHA, BHT, and citric acid), CPK Hard Salami, Sliced (BHA, BHT WITH CITRIC ACID ADDED TO HELP PROTECT FLAVORINGREDIENTS: BEEF AND PORK, SALT, CONTAINS 2 OR LESS OF DEXTROSE, WATER, NATURAL SPICES, GARLIC POWDER, LACTIC ACID STARTER CULTURE, SODIUM ASCORBATE, SODIUM NITRITE, BHA, BHT, CITRIC ACID), Cheese, Provolone, Sliced, .5 oz (PROVOLONE CHEESE: PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES) (Dairy), CPK Creamy Italian Dressing, SS (SOYBEAN OIL, WATER, VINEGAR, SUGAR, CONTAINS LESS THAN 2% OF SALT, GARLIC*, XANTHAN GUM, ONIONS*, POLYSORBATE 60, PROPYLENE GLYCOL ALGINATE, SPICE, RED BELL PEPPERS*, GARLIC, PARSLEY*, LEMON JUICE CONCENTRATE, CALCIUM DISODIUM EDTA AND POTASSIUM SORBATE AS PRESERVATIVES, NATURAL FLAVOR.*DRIED) (Soy)","Nutrition Facts
Serving Size
13.1 oz
Amount per serving
Calories
602
% Daily Value *
Total Fat 24g
37%
Saturated Fat 8g
40%
Trans Fat 0g
Cholesterol 76mg
25%
Sodium 3304mg
144%
Total Carbohydrate 65g
22%
Dietary Fiber 3g
11%
Total Sugars 6g
Includes 0g Added Sugars
0%
Protein 31g
Vitamin C 14.9mg
25%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: CPK Sub Bun (Unbleached Enriched Flour (Wheat Flour, Malted Barley Flour, Niactin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Contains less than 2% of each of the following: Dough Conditioner (Enzymes, Salt, Ascorbic Acid - Vit. C), Yeast, Sugar, Palm Shortening (Palm Oil), Calcium Propionate as Preservative, Corn Meal as Processing AidManufactured in a facility that uses: Egg, Milk, Soy, various Cereal Grains, Sunflower) (Gluten, Wheat), CPK Ham, Sliced (Cured With: Water, Salt, Sugar, Sodium Lactate, Sodium Phosphates, Sodium Diacetate, Sodium Erythorbate, Sodium Nitrite), 8"" Clear Hinged Container, CPK Banana Peppers, Hot (Banana Peppers, Water, Vinegar, Salt, Calcium Chloride, Sodium Benzoate (Preservative), Natural Flavors, Sodium Metabisulfite (Preservative), Yellow 5), CPK Hot Ham (FULLY COOKED ""EXTRA HOT"" BONELESS HAM WITH NATURAL JUICES CURED WITH: WATER, SALT, POTASSIUM LACTATE, SPICES, SUGAR, DEHYDRATED JALEPENO, RED PEPPER FLAKE, SODIUM PHOSPHATE, SODIUM DIACETATE, SODIUM ERYTHORBATE, SODIUM NITRATE), CPK Tomato, Sliced (TOMATO), CPK Red Onion, Slab (RED ONION), CPK Shredded Lettuce (ROMAINE LETTUCE), CPK Pepperoni (PEPPERONI: Pork, beef, salt, spices, sugar, water, oleoresin of paprika, natural smoke flavoring, lactic acid starter culture, garlic powder, flavoring, sodium nitrite, ascorbic acid, BHA, BHT, and citric acid), CPK Hard Salami, Sliced (BHA, BHT WITH CITRIC ACID ADDED TO HELP PROTECT FLAVORINGREDIENTS: BEEF AND PORK, SALT, CONTAINS 2 OR LESS OF DEXTROSE, WATER, NATURAL SPICES, GARLIC POWDER, LACTIC ACID STARTER CULTURE, SODIUM ASCORBATE, SODIUM NITRITE, BHA, BHT, CITRIC ACID), Cheese, Provolone, Sliced, .5 oz (PROVOLONE CHEESE: PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES) (Dairy), CPK Creamy Italian Dressing, SS (SOYBEAN OIL, WATER, VINEGAR, SUGAR, CONTAINS LESS THAN 2% OF SALT, GARLIC*, XANTHAN GUM, ONIONS*, POLYSORBATE 60, PROPYLENE GLYCOL ALGINATE, SPICE, RED BELL PEPPERS*, GARLIC, PARSLEY*, LEMON JUICE CONCENTRATE, CALCIUM DISODIUM EDTA AND POTASSIUM SORBATE AS PRESERVATIVES, NATURAL FLAVOR.*DRIED) (Soy)"
Terra Byte Cafe,Sandwiches,Turkey & White Cheddar Sub,11.4 oz,525,15g,39g,60g,12g,"CPK Multigrain Sub Bun (Enriched Wheat Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Water, Sugar, Soybean Oil, Rye Flour, Wheat Bran, Oats, Salt, Sunflower Seeds, Yeast, Rye Meal, Flax Seed, Cornmeal, Cracked Wheat, Enzymes, Millet, Ascorbic Acid, Calcium Propionate (Preservative)Manufactured in a facility that uses wheat, egg, milk, and sesame.) (Gluten, Soy, Wheat), CPK Turkey, Sliced (TURKEY BREAST, TURKEY BROTH, SALT, DEXTROSE, SODIUM PHOSPHATES), 8"" Clear Hinged Container, CPK Tomato, Sliced (TOMATO), Cheese, White Cheddar, Sliced, .75 oz (WHITE CHEDDAR CHEESE: PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES) (Dairy), CPK Shredded Lettuce (ROMAINE LETTUCE)","Nutrition Facts
Serving Size
11.4 oz
Amount per serving
Calories
525
% Daily Value *
Total Fat 15g
23%
Saturated Fat 5g
25%
Trans Fat 0g
Cholesterol 96mg
32%
Sodium 1517mg
66%
Total Carbohydrate 60g
20%
Dietary Fiber 3g
11%
Total Sugars 12g
Includes 9g Added Sugars
18%
Protein 39g
Vitamin C 21.1mg
35%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: CPK Multigrain Sub Bun (Enriched Wheat Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Water, Sugar, Soybean Oil, Rye Flour, Wheat Bran, Oats, Salt, Sunflower Seeds, Yeast, Rye Meal, Flax Seed, Cornmeal, Cracked Wheat, Enzymes, Millet, Ascorbic Acid, Calcium Propionate (Preservative)Manufactured in a facility that uses wheat, egg, milk, and sesame.) (Gluten, Soy, Wheat), CPK Turkey, Sliced (TURKEY BREAST, TURKEY BROTH, SALT, DEXTROSE, SODIUM PHOSPHATES), 8"" Clear Hinged Container, CPK Tomato, Sliced (TOMATO), Cheese, White Cheddar, Sliced, .75 oz (WHITE CHEDDAR CHEESE: PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES) (Dairy), CPK Shredded Lettuce (ROMAINE LETTUCE)"
Terra Byte Cafe,Sandwiches,Ham & Swiss Hot Honey Sandwich,8.77 oz,520,23g,32g,48g,14g,"CPK Ham, Sliced (Cured With: Water, Salt, Sugar, Sodium Lactate, Sodium Phosphates, Sodium Diacetate, Sodium Erythorbate, Sodium Nitrite), CPK Croissant, 3oz (INGREDIENTS: ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, IRON, ASCORBIC ACID, THIAMINE MONONITRATE, RIBOFLAVIN, ENZYME, FOLIC ACID, MALTED BARLEY FLOUR), WATER, MARGARINE (PALM OIL, WATER, FRACTIONATED PALM OIL, CANOLA OIL, SUGAR, CONTAINS 2% OR LESS OF: MONO- AND DIGLYCERIDES, SOY LECITHIN, POTASSIUM SORBATE [PRESERVATIVE], CITRIC ACID, ARTIFICIAL FLAVOR, COLOR [ANNATTO EXTRACT, TURMERIC], VITAMIN A PALMITATE, VITAMIN D3), SUGAR, YEAST, CONTAINS 2% OR LESS OF: EGGS, SALT, EGG WHITES, CALCIUM PROPIONATE (PRESERVATIVE), SODIUM STEAROYL LACTYLATE, DOUGH CONDITIONERS (L-CYSTEINE, ASCORBIC ACID, ENZYMES), NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR).CONTAINS: EGGS, SOY, WHEAT. PRODUCED IN A FACILITY THAT ALSO PROCESSES MILK AND SESAME.) (Eggs, Gluten, Soy, Wheat), CPK Hot Honey, Pouch (HONEY, CHILIES, VINEGAR), CPK Spring Mix, Arcadian (LETTUCE), Cheese, Swiss, Sliced .5oz (Swiss Cheese (Pasteurized part-skim milk, cheese culture, salt and microbial enzymes)) (Dairy), Bag, Deli. Large w/ view","Nutrition Facts
Serving Size
8.77 oz
Amount per serving
Calories
520
% Daily Value *
Total Fat 23g
36%
Saturated Fat 11g
55%
Trans Fat 0g
Cholesterol 85mg
28%
Sodium 1985mg
86%
Total Carbohydrate 48g
16%
Dietary Fiber 1g
4%
Total Sugars 14g
Includes 4g Added Sugars
8%
Protein 32g
Vitamin C 1mg
2%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: CPK Ham, Sliced (Cured With: Water, Salt, Sugar, Sodium Lactate, Sodium Phosphates, Sodium Diacetate, Sodium Erythorbate, Sodium Nitrite), CPK Croissant, 3oz (INGREDIENTS: ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, IRON, ASCORBIC ACID, THIAMINE MONONITRATE, RIBOFLAVIN, ENZYME, FOLIC ACID, MALTED BARLEY FLOUR), WATER, MARGARINE (PALM OIL, WATER, FRACTIONATED PALM OIL, CANOLA OIL, SUGAR, CONTAINS 2% OR LESS OF: MONO- AND DIGLYCERIDES, SOY LECITHIN, POTASSIUM SORBATE [PRESERVATIVE], CITRIC ACID, ARTIFICIAL FLAVOR, COLOR [ANNATTO EXTRACT, TURMERIC], VITAMIN A PALMITATE, VITAMIN D3), SUGAR, YEAST, CONTAINS 2% OR LESS OF: EGGS, SALT, EGG WHITES, CALCIUM PROPIONATE (PRESERVATIVE), SODIUM STEAROYL LACTYLATE, DOUGH CONDITIONERS (L-CYSTEINE, ASCORBIC ACID, ENZYMES), NATURAL AND ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR).CONTAINS: EGGS, SOY, WHEAT. PRODUCED IN A FACILITY THAT ALSO PROCESSES MILK AND SESAME.) (Eggs, Gluten, Soy, Wheat), CPK Hot Honey, Pouch (HONEY, CHILIES, VINEGAR), CPK Spring Mix, Arcadian (LETTUCE), Cheese, Swiss, Sliced .5oz (Swiss Cheese (Pasteurized part-skim milk, cheese culture, salt and microbial enzymes)) (Dairy), Bag, Deli. Large w/ view"
Terra Byte Cafe,Sandwiches,Gluten Free Turkey & Cheddar Sandwich,9.98 oz,482,19g,36g,48g,8g,"CPK Turkey, Sliced (TURKEY BREAST, TURKEY BROTH, SALT, DEXTROSE, SODIUM PHOSPHATES), CPK Gluten Free Hamburger Bun (WATER, TAPIOCA STARCH, BROWN RICE FLOUR (RICE FLOUR, RICE BRAN WITH GERM), CANOLA OIL, RESISTANT CORN STARCH, EGG WHITES, INVERT CANE SUGAR, TAPIOCA MALTODEXTRIN, POTATO FLOUR, CANE SUGAR, TAPIOCA SYRUP, YEAST, SUGARCANE FIBER, SALT, GUM (XANTHAN GUM, SODIUM ALGINATE, GUAR GUM), CULTURED CORN SYRUP SOLIDS, CITRIC ACID (MOLD INHIBITOR), XANTHAN GUM, ENZYMES.) (Eggs), 8"" Clear Hinged Container, Cheese, White Cheddar, Sliced, .75 oz (WHITE CHEDDAR CHEESE: PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES) (Dairy), CPK Spring Mix, Arcadian (LETTUCE)","Nutrition Facts
Serving Size
9.98 oz
Amount per serving
Calories
482
% Daily Value *
Total Fat 19g
30%
Saturated Fat 6g
30%
Trans Fat 0g
Cholesterol 105mg
35%
Sodium 1577mg
69%
Total Carbohydrate 48g
16%
Dietary Fiber 6g
21%
Total Sugars 8g
Includes 0g Added Sugars
0%
Protein 36g
Vitamin C 1mg
2%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: CPK Turkey, Sliced (TURKEY BREAST, TURKEY BROTH, SALT, DEXTROSE, SODIUM PHOSPHATES), CPK Gluten Free Hamburger Bun (WATER, TAPIOCA STARCH, BROWN RICE FLOUR (RICE FLOUR, RICE BRAN WITH GERM), CANOLA OIL, RESISTANT CORN STARCH, EGG WHITES, INVERT CANE SUGAR, TAPIOCA MALTODEXTRIN, POTATO FLOUR, CANE SUGAR, TAPIOCA SYRUP, YEAST, SUGARCANE FIBER, SALT, GUM (XANTHAN GUM, SODIUM ALGINATE, GUAR GUM), CULTURED CORN SYRUP SOLIDS, CITRIC ACID (MOLD INHIBITOR), XANTHAN GUM, ENZYMES.) (Eggs), 8"" Clear Hinged Container, Cheese, White Cheddar, Sliced, .75 oz (WHITE CHEDDAR CHEESE: PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES) (Dairy), CPK Spring Mix, Arcadian (LETTUCE)"
Terra Byte Cafe,Sandwiches,Caprese Sandwich on Asiago Ciabatta,12.7 oz,629,24g,18g,63g,1g,"CPK Asiago Ciabatta Sub Bun (ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, ASIAGO CHEESE, SALT, SOYBEAN OIL, YEAST, ENZYMES, CALCIUM PROPIONATE AS PRESERVATIVE.MANUFACTURED IN A FACILITY THAT ALSO PROCESSES EGGS AND SESAME.) (Dairy, Gluten, Soy, Wheat), CPK Mozzarella, Sliced (PASTEURIZED MILK, VINEGAR, ENZYMES, SALT) (Dairy), CPK Tomato, Sliced (TOMATO), 8"" Clear Hinged Container, CPK Spring Mix, Arcadian (LETTUCE), CPK Basil Pesto without Nuts (Basil, Soy Oil, Pecorino Romano Cheese (Pasteurized Sheep's Milk, Cultures, Enzymes,Salt, Corn Starch and Powdered Cellulose), Water, Olive Oil, Parmesan Cheese (Cultured Pasteurized Part-Skim Cow's Milk, Salt, Enzymes, Powdered Cellulose), Minced Garlic,Salt and Black Pepper; CONTAINS MILK) (Dairy, Soy)","Nutrition Facts
Serving Size
12.7 oz
Amount per serving
Calories
629
% Daily Value *
Total Fat 24g
37%
Saturated Fat 12g
60%
Trans Fat 0g
Cholesterol 73mg
24%
Sodium 1042mg
45%
Total Carbohydrate 63g
21%
Dietary Fiber 3g
11%
Total Sugars 1g
Includes 0g Added Sugars
0%
Protein 18g
Vitamin C 22.3mg
37%
* The % Daily Value (DV) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000 calories a day is used for general nutrition advice.
** Data is not available for this nutrient.
Ingredients: CPK Asiago Ciabatta Sub Bun (ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, ASIAGO CHEESE, SALT, SOYBEAN OIL, YEAST, ENZYMES, CALCIUM PROPIONATE AS PRESERVATIVE.MANUFACTURED IN A FACILITY THAT ALSO PROCESSES EGGS AND SESAME.) (Dairy, Gluten, Soy, Wheat), CPK Mozzarella, Sliced (PASTEURIZED MILK, VINEGAR, ENZYMES, SALT) (Dairy), CPK Tomato, Sliced (TOMATO), 8"" Clear Hinged Container, CPK Spring Mix, Arcadian (LETTUCE), CPK Basil Pesto without Nuts (Basil, Soy Oil, Pecorino Romano Cheese (Pasteurized Sheep's Milk, Cultures, Enzymes,Salt, Corn Starch and Powdered Cellulose), Water, Olive Oil, Parmesan Cheese (Cultured Pasteurized Part-Skim Cow's Milk, Salt, Enzymes, Powdered Cellulose), Minced Garlic,Salt and Black Pepper; CONTAINS MILK) (Dairy, Soy)"
